"timeslice","mycount"
"2013-09-20 23:30:00",1
"2013-09-20 23:45:00",1
"2013-09-21 00:15:00",1
"2013-09-21 00:45:00",1
"2013-09-21 01:15:00",1
"2013-09-21 01:30:00",1
"2013-09-21 03:15:00",2
"2013-09-21 03:30:00",2
"2013-09-21 04:30:00",1
"2013-09-21 05:00:00",5
"2013-09-21 06:30:00",1
"2013-09-21 12:30:00",5
"2013-09-21 12:45:00",5
"2013-09-21 13:00:00",1
"2013-09-21 13:15:00",6
"2013-09-21 13:30:00",4
"2013-09-21 14:00:00",6
"2013-09-21 14:15:00",1
"2013-09-21 14:45:00",1
"2013-09-21 15:15:00",3
"2013-09-21 15:45:00",4
"2013-09-21 16:30:00",2
"2013-09-21 16:45:00",2
"2013-09-21 17:00:00",2
"2013-09-21 17:15:00",2
"2013-09-21 17:30:00",4
"2013-09-21 18:00:00",1
"2013-09-21 18:45:00",1
"2013-09-21 19:00:00",1
"2013-09-21 20:15:00",2
"2013-09-21 20:45:00",2
"2013-09-21 21:00:00",1
"2013-09-21 21:15:00",1
"2013-09-21 21:30:00",2
"2013-09-21 21:45:00",1
"2013-09-21 22:00:00",1
"2013-09-21 22:45:00",1
"2013-09-21 23:30:00",1
"2013-09-21 23:45:00",1
"2013-09-22 00:15:00",2
"2013-09-22 01:15:00",1
"2013-09-22 01:45:00",1
"2013-09-22 02:30:00",1
"2013-09-22 02:45:00",1
"2013-09-22 03:00:00",6
"2013-09-22 04:00:00",1
"2013-09-22 04:15:00",2
"2013-09-22 04:30:00",2
"2013-09-22 06:30:00",2
"2013-09-22 12:15:00",2
"2013-09-22 12:30:00",3
"2013-09-22 13:45:00",1
"2013-09-22 15:15:00",1
"2013-09-22 15:45:00",2
"2013-09-22 16:00:00",2
"2013-09-22 16:15:00",1
"2013-09-22 16:45:00",1
"2013-09-22 17:30:00",1
"2013-09-22 18:00:00",6
"2013-09-22 19:00:00",1
"2013-09-22 19:15:00",3
"2013-09-22 19:45:00",1
"2013-09-22 22:15:00",1
"2013-09-23 03:15:00",1
"2013-09-23 03:45:00",1
"2013-09-23 04:00:00",1
"2013-09-23 14:15:00",2
"2013-09-23 14:30:00",1
"2013-09-23 14:45:00",1
"2013-09-23 18:30:00",1
"2013-09-23 19:15:00",3
"2013-09-23 19:30:00",5
"2013-09-23 20:00:00",3
"2013-09-23 20:45:00",2
"2013-09-23 22:30:00",1
"2013-09-23 23:15:00",1
"2013-09-24 01:45:00",3
"2013-09-24 02:00:00",3
"2013-09-24 02:15:00",2
"2013-09-24 02:30:00",3
"2013-09-24 02:45:00",1
"2013-09-24 13:30:00",1
"2013-09-24 14:00:00",1
"2013-09-24 14:30:00",3
"2013-09-24 15:00:00",1
"2013-09-24 19:30:00",1
"2013-09-24 22:30:00",3
"2013-09-25 01:45:00",1
"2013-09-25 02:45:00",1
"2013-09-25 03:15:00",9
"2013-09-25 04:15:00",2
"2013-09-25 04:30:00",2
"2013-09-25 04:45:00",1
"2013-09-25 05:45:00",1
"2013-09-25 07:15:00",1
"2013-09-25 13:30:00",1
"2013-09-25 16:00:00",2
"2013-09-25 18:30:00",2
"2013-09-25 20:15:00",4
"2013-09-25 21:15:00",1
"2013-09-25 23:00:00",1
"2013-09-26 01:00:00",1
"2013-09-26 01:15:00",1
"2013-09-26 03:00:00",1
"2013-09-29 17:00:00",1
"2013-09-29 17:30:00",1
"2013-09-30 00:00:00",1
"2013-09-30 03:30:00",1
"2013-09-30 17:45:00",2
"2013-09-30 18:30:00",1
"2013-09-30 19:15:00",1
"2013-09-30 19:45:00",1
"2013-09-30 20:00:00",1
"2013-09-30 21:30:00",1
"2013-10-01 04:15:00",1
"2013-10-01 04:30:00",1
"2013-10-01 04:45:00",1
"2013-10-01 17:30:00",1
"2013-10-02 01:15:00",1
"2013-10-02 01:45:00",2
"2013-10-02 13:45:00",1
"2013-10-02 16:00:00",1
"2013-10-03 00:15:00",1
"2013-10-03 16:00:00",1
"2013-10-04 18:30:00",1
"2013-10-04 18:45:00",1
"2013-10-06 18:45:00",1
"2013-10-06 20:45:00",1
"2013-10-07 15:30:00",1
"2013-10-07 23:30:00",1
"2013-10-09 18:00:00",1
"2013-10-09 18:45:00",1
"2013-10-10 03:15:00",1
"2013-10-10 15:15:00",1
"2013-10-10 16:45:00",1
"2013-10-11 00:15:00",1
"2013-10-11 00:30:00",2
"2013-10-11 01:00:00",2
"2013-10-11 02:30:00",1
"2013-10-11 04:45:00",1
"2013-10-11 16:30:00",1
"2013-10-12 16:30:00",2
"2013-10-13 22:45:00",1
"2013-10-14 03:45:00",1
"2013-10-14 20:45:00",1
"2013-10-15 14:00:00",1
"2013-10-16 02:00:00",1
"2013-10-16 15:45:00",1
"2013-10-16 16:00:00",4
"2013-10-17 13:15:00",2
"2013-10-17 13:45:00",1
"2013-10-18 03:45:00",1
"2013-10-18 19:15:00",1
"2013-10-19 02:15:00",3
"2013-10-19 02:30:00",1
"2013-10-21 23:45:00",1
"2013-10-22 02:45:00",1
"2013-10-24 16:45:00",1
"2013-10-25 00:30:00",1
"2013-10-25 23:30:00",1
"2013-10-27 15:45:00",1
"2013-10-27 23:00:00",3
"2013-11-02 19:30:00",1
"2013-11-04 16:30:00",1
"2013-11-08 20:00:00",1
"2013-12-02 18:15:00",1
